"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-5", "1225", "RW_Semaphore.java:48", "Method Call", " caller=Reader:1#run:1, target=Database:1#read:11"
"Thread-5", "1226", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-5", "1227", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-5", "1228", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-5", "1229", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:11, result=22223"
"Thread-5", "1230", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:11, value=22223"
"Thread-5", "1231", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-5", "1232", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-5", "1233", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-5", "1234", "RW_Semaphore.java:49", "Field Read", " context=Reader:1, d"
"Thread-5", "1235", "RW_Semaphore.java:49", "Method Call", " caller=Reader:1#run:1, target=Database:1#done_read:11"
"Thread-5", "1236", "RW_Semaphore.java:110", "Method Entered", " "
"Thread-5", "1237", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-5", "1238", "RW_Semaphore.java:113", "Field Read", " context=Database:1, r"
"Thread-5", "1239", "RW_Semaphore.java:113", "Field Write", " context=Database:1, r=0"
"Thread-5", "1240", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-5", "1241", "RW_Semaphore.java:114", "Field Read", " context=Database:1, sr"
"Thread-5", "1242", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-5", "1243", "RW_Semaphore.java:115", "Field Read", " context=Database:1, s"
"Thread-5", "1244", "RW_Semaphore.java:116", "Line Step", " file=RW_Semaphore.java, line=116"
"Thread-6", "1245", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-5", "1246", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-6", "1247", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-5", "1248", "RW_Semaphore.java:118", "Method Exit", " returner=Database:1#done_read:11, value=<void>"
"Thread-6", "1249", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-5", "1250", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-5", "1251", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-6", "1252", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "1253", "RW_Semaphore.java:46", "Variable Write", " context=Reader:1#run:1, i=3"
"Thread-5", "1254", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-6", "1255", "RW_Semaphore.java:105", "Field Read", " context=Database:1, r"
"Thread-5", "1256", "RW_Semaphore.java:47", "Field Read", " context=Reader:1, d"
"Thread-6", "1257", "RW_Semaphore.java:105", "Field Write", " context=Database:1, r=1"
"Thread-5", "1258", "RW_Semaphore.java:47", "Method Call", " caller=Reader:1#run:1, target=Database:1#request_read:16"
"Thread-5", "1259", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-5", "1260", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-6", "1261", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-5", "1262", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-6", "1263", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-6", "1264", "RW_Semaphore.java:108", "Method Exit", " returner=Database:1#request_read:12, value=<void>"
"Thread-6", "1265", "RW_Semaphore.java:47", "Method Returned", " "
"Thread-6", "1266", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-6", "1267", "RW_Semaphore.java:48", "Field Read", " context=Reader:2, d"
"Thread-6", "1268", "RW_Semaphore.java:48", "Method Call", " caller=Reader:2#run:2, target=Database:1#read:12"
"Thread-6", "1269", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-6", "1270", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-6", "1271", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-6", "1272", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:12, result=22223"
"Thread-6", "1273", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:12, value=22223"
"Thread-6", "1274", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-6", "1275", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-6", "1276", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-6", "1277", "RW_Semaphore.java:49", "Field Read", " context=Reader:2, d"
"Thread-6", "1278", "RW_Semaphore.java:49", "Method Call", " caller=Reader:2#run:2, target=Database:1#done_read:12"
"Thread-6", "1279", "RW_Semaphore.java:110", "Method Entered", " "
"Thread-6", "1280", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-6", "1281", "RW_Semaphore.java:113", "Field Read", " context=Database:1, r"
"Thread-6", "1282", "RW_Semaphore.java:113", "Field Write", " context=Database:1, r=0"
"Thread-6", "1283", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-6", "1284", "RW_Semaphore.java:114", "Field Read", " context=Database:1, sr"
"Thread-6", "1285", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-6", "1286", "RW_Semaphore.java:115", "Field Read", " context=Database:1, s"
"Thread-6", "1287", "RW_Semaphore.java:116", "Line Step", " file=RW_Semaphore.java, line=116"
"Thread-7", "1288", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-6", "1289", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-7", "1290", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-6", "1291", "RW_Semaphore.java:118", "Method Exit", " returner=Database:1#done_read:12, value=<void>"
"Thread-7", "1292", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-6", "1293", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-6", "1294", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-7", "1295", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-6", "1296", "RW_Semaphore.java:46", "Variable Write", " context=Reader:2#run:2, i=3"
"Thread-6", "1297", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-7", "1298", "RW_Semaphore.java:105", "Field Read", " context=Database:1, r"
"Thread-6", "1299", "RW_Semaphore.java:47", "Field Read", " context=Reader:2, d"
"Thread-7", "1300", "RW_Semaphore.java:105", "Field Write", " context=Database:1, r=1"
"Thread-6", "1301", "RW_Semaphore.java:47", "Method Call", " caller=Reader:2#run:2, target=Database:1#request_read:17"
"Thread-6", "1302", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-6", "1303", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-7", "1304", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-6", "1305", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-7", "1306", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-7", "1307", "RW_Semaphore.java:108", "Method Exit", " returner=Database:1#request_read:13, value=<void>"
"Thread-7", "1308", "RW_Semaphore.java:47", "Method Returned", " "
"Thread-7", "1309", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-7", "1310", "RW_Semaphore.java:48", "Field Read", " context=Reader:3, d"
"Thread-7", "1311", "RW_Semaphore.java:48", "Method Call", " caller=Reader:3#run:3, target=Database:1#read:13"
"Thread-7", "1312", "RW_Semaphore.java:148", "Method Entered", " "
"Thread-7", "1313", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-7", "1314", "RW_Semaphore.java:149", "Field Read", " context=Database:1, data"
"Thread-7", "1315", "RW_Semaphore.java:149", "Variable Write", " context=Database:1#read:13, result=22223"
"Thread-7", "1316", "RW_Semaphore.java:149", "Method Exit", " returner=Database:1#read:13, value=22223"
"Thread-7", "1317", "RW_Semaphore.java:48", "Method Returned", " "
"Thread-7", "1318", "RW_Semaphore.java:48", "Line Step", " file=RW_Semaphore.java, line=48"
"Thread-7", "1319", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-7", "1320", "RW_Semaphore.java:49", "Field Read", " context=Reader:3, d"
"Thread-7", "1321", "RW_Semaphore.java:49", "Method Call", " caller=Reader:3#run:3, target=Database:1#done_read:13"
"Thread-7", "1322", "RW_Semaphore.java:110", "Method Entered", " "
"Thread-7", "1323", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-7", "1324", "RW_Semaphore.java:113", "Field Read", " context=Database:1, r"
"Thread-7", "1325", "RW_Semaphore.java:113", "Field Write", " context=Database:1, r=0"
"Thread-7", "1326", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-7", "1327", "RW_Semaphore.java:114", "Field Read", " context=Database:1, sr"
"Thread-7", "1328", "RW_Semaphore.java:115", "Line Step", " file=RW_Semaphore.java, line=115"
"Thread-7", "1329", "RW_Semaphore.java:115", "Field Read", " context=Database:1, s"
"Thread-7", "1330", "RW_Semaphore.java:116", "Line Step", " file=RW_Semaphore.java, line=116"
"Thread-1", "1331", "RW_Semaphore.java:123", "Line Step", " file=RW_Semaphore.java, line=123"
"Thread-7", "1332", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-1", "1333", "RW_Semaphore.java:123", "Field Read", " context=Database:1, r"
"Thread-7", "1334", "RW_Semaphore.java:118", "Method Exit", " returner=Database:1#done_read:13, value=<void>"
"Thread-1", "1335", "RW_Semaphore.java:123", "Field Read", " context=Database:1, w"
"Thread-7", "1336", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-7", "1337", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-1", "1338", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-7", "1339", "RW_Semaphore.java:46", "Variable Write", " context=Reader:3#run:3, i=3"
"Thread-7", "1340", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-1", "1341", "RW_Semaphore.java:136", "Line Step", " file=RW_Semaphore.java, line=136"
"Thread-7", "1342", "RW_Semaphore.java:47", "Field Read", " context=Reader:3, d"
"Thread-1", "1343", "RW_Semaphore.java:136", "Field Write", " context=Database:1, w=1"
"Thread-7", "1344", "RW_Semaphore.java:47", "Method Call", " caller=Reader:3#run:3, target=Database:1#request_read:18"
"Thread-7", "1345", "RW_Semaphore.java:89", "Method Entered", " "
"Thread-7", "1346", "RW_Semaphore.java:91", "Line Step", " file=RW_Semaphore.java, line=91"
"Thread-1", "1347", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-7", "1348", "RW_Semaphore.java:91", "Field Read", " context=Database:1, s"
"Thread-1", "1349", "RW_Semaphore.java:137", "Method Exit", " returner=Database:1#request_write:12, value=<void>"
"Thread-1", "1350", "RW_Semaphore.java:67", "Method Returned", " "
"Thread-1", "1351", "RW_Semaphore.java:68", "Line Step", " file=RW_Semaphore.java, line=68"
"Thread-1", "1352", "RW_Semaphore.java:68", "Field Read", " context=Writer:2, d"
"Thread-1", "1353", "RW_Semaphore.java:68", "Field Read", " context=Writer:2, x"
"Thread-1", "1354", "RW_Semaphore.java:68", "Method Call", " caller=Writer:2#run:2, target=Database:1#write:12"
"Thread-1", "1355", "RW_Semaphore.java:152", "Method Entered", " "
"Thread-1", "1356", "RW_Semaphore.java:152", "Variable Write", " context=Database:1#write:12, x=10"
"Thread-1", "1357", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-1", "1358", "RW_Semaphore.java:153", "Field Read", " context=Database:1, data"
"Thread-1", "1359", "RW_Semaphore.java:153", "Field Write", " context=Database:1, data=22233"
"Thread-1", "1360", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "1361", "RW_Semaphore.java:154", "Method Exit", " returner=Database:1#write:12, value=<void>"
"Thread-1", "1362", "RW_Semaphore.java:68", "Method Returned", " "
"Thread-1", "1363", "RW_Semaphore.java:69", "Line Step", " file=RW_Semaphore.java, line=69"
"Thread-1", "1364", "RW_Semaphore.java:71", "Line Step", " file=RW_Semaphore.java, line=71"
"Thread-1", "1365", "RW_Semaphore.java:71", "Field Read", " context=Writer:2, d"
"Thread-1", "1366", "RW_Semaphore.java:71", "Method Call", " caller=Writer:2#run:2, target=Database:1#done_write:12"
"Thread-1", "1367", "RW_Semaphore.java:139", "Method Entered", " "
"Thread-1", "1368", "RW_Semaphore.java:141", "Line Step", " file=RW_Semaphore.java, line=141"
"Thread-1", "1369", "RW_Semaphore.java:141", "Field Write", " context=Database:1, w=0"
"Thread-1", "1370", "RW_Semaphore.java:142", "Line Step", " file=RW_Semaphore.java, line=142"
"Thread-1", "1371", "RW_Semaphore.java:142", "Field Read", " context=Database:1, s"
"Thread-1", "1372", "RW_Semaphore.java:143", "Line Step", " file=RW_Semaphore.java, line=143"
"Thread-2", "1373", "RW_Semaphore.java:123", "Line Step", " file=RW_Semaphore.java, line=123"
"Thread-1", "1374", "RW_Semaphore.java:143", "Field Read", " context=Database:1, sw"
"Thread-2", "1375", "RW_Semaphore.java:123", "Field Read", " context=Database:1, r"
"Thread-1", "1376", "RW_Semaphore.java:144", "Line Step", " file=RW_Semaphore.java, line=144"
"Thread-2", "1377", "RW_Semaphore.java:123", "Field Read", " context=Database:1, w"
"Thread-1", "1378", "RW_Semaphore.java:146", "Line Step", " file=RW_Semaphore.java, line=146"
"Thread-2", "1379", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-1", "1380", "RW_Semaphore.java:146", "Method Exit", " returner=Database:1#done_write:12, value=<void>"
"Thread-2", "1381", "RW_Semaphore.java:136", "Line Step", " file=RW_Semaphore.java, line=136"
"Thread-1", "1382", "RW_Semaphore.java:71", "Method Returned", " "
"Thread-1", "1383", "RW_Semaphore.java:66", "Line Step", " file=RW_Semaphore.java, line=66"
"Thread-2", "1384", "RW_Semaphore.java:136", "Field Write", " context=Database:1, w=1"
"Thread-1", "1385", "RW_Semaphore.java:66", "Variable Write", " context=Writer:2#run:2, i=3"
"Thread-1", "1386", "RW_Semaphore.java:67", "Line Step", " file=RW_Semaphore.java, line=67"
"Thread-2", "1387", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-1", "1388", "RW_Semaphore.java:67", "Field Read", " context=Writer:2, d"
"Thread-2", "1389", "RW_Semaphore.java:137", "Method Exit", " returner=Database:1#request_write:13, value=<void>"
"Thread-1", "1390", "RW_Semaphore.java:67", "Method Call", " caller=Writer:2#run:2, target=Database:1#request_write:17"
"Thread-1", "1391", "RW_Semaphore.java:120", "Method Entered", " "
"Thread-1", "1392", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-2", "1393", "RW_Semaphore.java:67", "Method Returned", " "
"Thread-2", "1394", "RW_Semaphore.java:68", "Line Step", " file=RW_Semaphore.java, line=68"
"Thread-1", "1395", "RW_Semaphore.java:122", "Field Read", " context=Database:1, s"
"Thread-2", "1396", "RW_Semaphore.java:68", "Field Read", " context=Writer:3, d"
"Thread-2", "1397", "RW_Semaphore.java:68", "Field Read", " context=Writer:3, x"
"Thread-2", "1398", "RW_Semaphore.java:68", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:13"
"Thread-2", "1399", "RW_Semaphore.java:152", "Method Entered", " "
"Thread-2", "1400", "RW_Semaphore.java:152", "Variable Write", " context=Database:1#write:13, x=100"
"Thread-2", "1401", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-2", "1402", "RW_Semaphore.java:153", "Field Read", " context=Database:1, data"
"Thread-2", "1403", "RW_Semaphore.java:153", "Field Write", " context=Database:1, data=22333"
"Thread-2", "1404", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-2", "1405", "RW_Semaphore.java:154", "Method Exit", " returner=Database:1#write:13, value=<void>"
"Thread-2", "1406", "RW_Semaphore.java:68", "Method Returned", " "
"Thread-2", "1407", "RW_Semaphore.java:69", "Line Step", " file=RW_Semaphore.java, line=69"
"Thread-2", "1408", "RW_Semaphore.java:71", "Line Step", " file=RW_Semaphore.java, line=71"
"Thread-2", "1409", "RW_Semaphore.java:71", "Field Read", " context=Writer:3, d"
"Thread-2", "1410", "RW_Semaphore.java:71", "Method Call", " caller=Writer:3#run:3, target=Database:1#done_write:13"
"Thread-2", "1411", "RW_Semaphore.java:139", "Method Entered", " "
"Thread-2", "1412", "RW_Semaphore.java:141", "Line Step", " file=RW_Semaphore.java, line=141"
"Thread-2", "1413", "RW_Semaphore.java:141", "Field Write", " context=Database:1, w=0"
"Thread-2", "1414", "RW_Semaphore.java:142", "Line Step", " file=RW_Semaphore.java, line=142"
"Thread-2", "1415", "RW_Semaphore.java:142", "Field Read", " context=Database:1, s"
"Thread-2", "1416", "RW_Semaphore.java:143", "Line Step", " file=RW_Semaphore.java, line=143"
"Thread-3", "1417", "RW_Semaphore.java:123", "Line Step", " file=RW_Semaphore.java, line=123"
"Thread-2", "1418", "RW_Semaphore.java:143", "Field Read", " context=Database:1, sw"
"Thread-3", "1419", "RW_Semaphore.java:123", "Field Read", " context=Database:1, r"
"Thread-2", "1420", "RW_Semaphore.java:144", "Line Step", " file=RW_Semaphore.java, line=144"
"Thread-3", "1421", "RW_Semaphore.java:123", "Field Read", " context=Database:1, w"
"Thread-2", "1422", "RW_Semaphore.java:146", "Line Step", " file=RW_Semaphore.java, line=146"
"Thread-3", "1423", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-2", "1424", "RW_Semaphore.java:146", "Method Exit", " returner=Database:1#done_write:13, value=<void>"
"Thread-3", "1425", "RW_Semaphore.java:136", "Line Step", " file=RW_Semaphore.java, line=136"
"Thread-2", "1426", "RW_Semaphore.java:71", "Method Returned", " "
"Thread-2", "1427", "RW_Semaphore.java:66", "Line Step", " file=RW_Semaphore.java, line=66"
"Thread-3", "1428", "RW_Semaphore.java:136", "Field Write", " context=Database:1, w=1"
"Thread-2", "1429", "RW_Semaphore.java:66", "Variable Write", " context=Writer:3#run:3, i=3"
"Thread-2", "1430", "RW_Semaphore.java:67", "Line Step", " file=RW_Semaphore.java, line=67"
"Thread-3", "1431", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-2", "1432", "RW_Semaphore.java:67", "Field Read", " context=Writer:3, d"
"Thread-3", "1433", "RW_Semaphore.java:137", "Method Exit", " returner=Database:1#request_write:14, value=<void>"
"Thread-2", "1434", "RW_Semaphore.java:67", "Method Call", " caller=Writer:3#run:3, target=Database:1#request_write:18"
"Thread-2", "1435", "RW_Semaphore.java:120", "Method Entered", " "
"Thread-2", "1436", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-3", "1437", "RW_Semaphore.java:67", "Method Returned", " "
"Thread-3", "1438", "RW_Semaphore.java:68", "Line Step", " file=RW_Semaphore.java, line=68"
"Thread-2", "1439", "RW_Semaphore.java:122", "Field Read", " context=Database:1, s"
"Thread-3", "1440", "RW_Semaphore.java:68", "Field Read", " context=Writer:4, d"
"Thread-3", "1441", "RW_Semaphore.java:68", "Field Read", " context=Writer:4, x"
"Thread-3", "1442", "RW_Semaphore.java:68", "Method Call", " caller=Writer:4#run:4, target=Database:1#write:14"
"Thread-3", "1443", "RW_Semaphore.java:152", "Method Entered", " "
"Thread-3", "1444", "RW_Semaphore.java:152", "Variable Write", " context=Database:1#write:14, x=1000"
"Thread-3", "1445", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-3", "1446", "RW_Semaphore.java:153", "Field Read", " context=Database:1, data"
"Thread-3", "1447", "RW_Semaphore.java:153", "Field Write", " context=Database:1, data=23333"
"Thread-3", "1448", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "1449", "RW_Semaphore.java:154", "Method Exit", " returner=Database:1#write:14, value=<void>"
"Thread-3", "1450", "RW_Semaphore.java:68", "Method Returned", " "
"Thread-3", "1451", "RW_Semaphore.java:69", "Line Step", " file=RW_Semaphore.java, line=69"
"Thread-3", "1452", "RW_Semaphore.java:71", "Line Step", " file=RW_Semaphore.java, line=71"
"Thread-3", "1453", "RW_Semaphore.java:71", "Field Read", " context=Writer:4, d"
"Thread-3", "1454", "RW_Semaphore.java:71", "Method Call", " caller=Writer:4#run:4, target=Database:1#done_write:14"
"Thread-3", "1455", "RW_Semaphore.java:139", "Method Entered", " "
"Thread-3", "1456", "RW_Semaphore.java:141", "Line Step", " file=RW_Semaphore.java, line=141"
"Thread-3", "1457", "RW_Semaphore.java:141", "Field Write", " context=Database:1, w=0"
"Thread-3", "1458", "RW_Semaphore.java:142", "Line Step", " file=RW_Semaphore.java, line=142"
"Thread-3", "1459", "RW_Semaphore.java:142", "Field Read", " context=Database:1, s"
"Thread-3", "1460", "RW_Semaphore.java:143", "Line Step", " file=RW_Semaphore.java, line=143"
"Thread-4", "1461", "RW_Semaphore.java:123", "Line Step", " file=RW_Semaphore.java, line=123"
"Thread-3", "1462", "RW_Semaphore.java:143", "Field Read", " context=Database:1, sw"
"Thread-4", "1463", "RW_Semaphore.java:123", "Field Read", " context=Database:1, r"
"Thread-3", "1464", "RW_Semaphore.java:144", "Line Step", " file=RW_Semaphore.java, line=144"
"Thread-4", "1465", "RW_Semaphore.java:123", "Field Read", " context=Database:1, w"
"Thread-3", "1466", "RW_Semaphore.java:146", "Line Step", " file=RW_Semaphore.java, line=146"
"Thread-4", "1467", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-3", "1468", "RW_Semaphore.java:146", "Method Exit", " returner=Database:1#done_write:14, value=<void>"
"Thread-4", "1469", "RW_Semaphore.java:136", "Line Step", " file=RW_Semaphore.java, line=136"
"Thread-3", "1470", "RW_Semaphore.java:71", "Method Returned", " "
"Thread-3", "1471", "RW_Semaphore.java:66", "Line Step", " file=RW_Semaphore.java, line=66"
"Thread-4", "1472", "RW_Semaphore.java:136", "Field Write", " context=Database:1, w=1"
"Thread-3", "1473", "RW_Semaphore.java:66", "Variable Write", " context=Writer:4#run:4, i=3"
"Thread-3", "1474", "RW_Semaphore.java:67", "Line Step", " file=RW_Semaphore.java, line=67"
"Thread-4", "1475", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-3", "1476", "RW_Semaphore.java:67", "Field Read", " context=Writer:4, d"
"Thread-4", "1477", "RW_Semaphore.java:137", "Method Exit", " returner=Database:1#request_write:15, value=<void>"
"Thread-3", "1478", "RW_Semaphore.java:67", "Method Call", " caller=Writer:4#run:4, target=Database:1#request_write:19"
"Thread-3", "1479", "RW_Semaphore.java:120", "Method Entered", " "
"Thread-3", "1480", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-4", "1481", "RW_Semaphore.java:67", "Method Returned", " "
"Thread-4", "1482", "RW_Semaphore.java:68", "Line Step", " file=RW_Semaphore.java, line=68"
"Thread-3", "1483", "RW_Semaphore.java:122", "Field Read", " context=Database:1, s"
"Thread-4", "1484", "RW_Semaphore.java:68", "Field Read", " context=Writer:5, d"
"Thread-4", "1485", "RW_Semaphore.java:68", "Field Read", " context=Writer:5, x"
"Thread-4", "1486", "RW_Semaphore.java:68", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:15"
"Thread-4", "1487", "RW_Semaphore.java:152", "Method Entered", " "
"Thread-4", "1488", "RW_Semaphore.java:152", "Variable Write", " context=Database:1#write:15, x=10000"
"Thread-4", "1489", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-4", "1490", "RW_Semaphore.java:153", "Field Read", " context=Database:1, data"
"Thread-4", "1491", "RW_Semaphore.java:153", "Field Write", " context=Database:1, data=33333"
"Thread-4", "1492", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-4", "1493", "RW_Semaphore.java:154", "Method Exit", " returner=Database:1#write:15, value=<void>"
"Thread-4", "1494", "RW_Semaphore.java:68", "Method Returned", " "
"Thread-4", "1495", "RW_Semaphore.java:69", "Line Step", " file=RW_Semaphore.java, line=69"
"Thread-4", "1496", "RW_Semaphore.java:71", "Line Step", " file=RW_Semaphore.java, line=71"
"Thread-4", "1497", "RW_Semaphore.java:71", "Field Read", " context=Writer:5, d"
"Thread-4", "1498", "RW_Semaphore.java:71", "Method Call", " caller=Writer:5#run:5, target=Database:1#done_write:15"
"Thread-4", "1499", "RW_Semaphore.java:139", "Method Entered", " "
"Thread-4", "1500", "RW_Semaphore.java:141", "Line Step", " file=RW_Semaphore.java, line=141"
"Thread-4", "1501", "RW_Semaphore.java:141", "Field Write", " context=Database:1, w=0"
"Thread-4", "1502", "RW_Semaphore.java:142", "Line Step", " file=RW_Semaphore.java, line=142"
"Thread-4", "1503", "RW_Semaphore.java:142", "Field Read", " context=Database:1, s"
"Thread-4", "1504", "RW_Semaphore.java:143", "Line Step", " file=RW_Semaphore.java, line=143"
"Thread-8", "1505", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-4", "1506", "RW_Semaphore.java:143", "Field Read", " context=Database:1, sw"
"Thread-8", "1507", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-4", "1508", "RW_Semaphore.java:144", "Line Step", " file=RW_Semaphore.java, line=144"
"Thread-8", "1509", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-4", "1510", "RW_Semaphore.java:146", "Line Step", " file=RW_Semaphore.java, line=146"
"Thread-8", "1511", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-4", "1512", "RW_Semaphore.java:146", "Method Exit", " returner=Database:1#done_write:15, value=<void>"
"Thread-8", "1513", "RW_Semaphore.java:105", "Field Read", " context=Database:1, r"
"Thread-4", "1514", "RW_Semaphore.java:71", "Method Returned", " "
"Thread-4", "1515", "RW_Semaphore.java:66", "Line Step", " file=RW_Semaphore.java, line=66"
"Thread-8", "1516", "RW_Semaphore.java:105", "Field Write", " context=Database:1, r=1"
"Thread-4", "1517", "RW_Semaphore.java:66", "Variable Write", " context=Writer:5#run:5, i=3"
"Thread-4", "1518", "RW_Semaphore.java:67", "Line Step", " file=RW_Semaphore.java, line=67"
"Thread-8", "1519", "RW_Semaphore.java:106", "Line Step", " file=RW_Semaphore.java, line=106"
"Thread-4", "1520", "RW_Semaphore.java:67", "Field Read", " context=Writer:5, d"
"Thread-8", "1521", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-4", "1522", "RW_Semaphore.java:67", "Method Call", " caller=Writer:5#run:5, target=Database:1#request_write:20"
"Thread-4", "1523", "RW_Semaphore.java:120", "Method Entered", " "
